id,text,sentiment_label,intent_label,topic_label,annotation_status,confidence_score
TXT-0425,Order was processed and shipped on time.,Neutral,Inquiry,Finance,annotated,0.79
TXT-0426,Do not buy this. It is a scam.,Negative,Feedback,Finance,annotated,0.95
TXT-0427,Do not buy this. It is a scam. Avoid.,Negative,Greeting,Finance,annotated,0.88
TXT-0428,Received the item in perfect condition. Very satisfied. 5 stars.,Positive,Inquiry,Finance,annotated,0.96
TXT-0429,Do not buy this. It is a scam. Very bad.,Negative,Request,Entertainment,annotated,0.9
TXT-0430,The product exceeded my expectations. Absolutely love it! Loved it!,Positive,Feedback,Entertainment,annotated,0.9
TXT-0431,Poor quality. The stitching came apart within a week. Very bad.,Negative,Inquiry,Health,annotated,0.95
TXT-0432,Received on time. Packaging was intact.,Neutral,Inquiry,Health,annotated,0.85
TXT-0433,The product arrived broken and the return process is a nightmare. Zero stars.,Negative,Feedback,Sports,annotated,0.85
TXT-0434,Terrible product. Stopped working after just two days. Avoid.,Negative,Inquiry,Technology,annotated,0.88
TXT-0435,The product arrived broken and the return process is a nightmare. Avoid.,Negative,Complaint,Technology,annotated,0.85
TXT-0436,Average quality. Suitable for occasional use.,Neutral,Request,Finance,annotated,0.95
TXT-0437,Loved the packaging and the product quality is fantastic. Would recommend.,Positive,Request,Health,annotated,0.95
TXT-0438,The product is functional and serves its purpose.,Neutral,Complaint,Sports,annotated,0.82
TXT-0439,Received the wrong item and nobody is responding. Zero stars.,Negative,Request,Technology,annotated,0.93
TXT-0440,Received the wrong item and nobody is responding. Very bad.,Negative,Complaint,Health,annotated,0.96
TXT-0441,Best purchase I have made this year. Truly outstanding. Great!,Positive,Feedback,Finance,annotated,0.85
TXT-0442,Highly overpriced for the terrible quality offered.,Negative,Complaint,Entertainment,annotated,0.93
TXT-0443,Loved the packaging and the product quality is fantastic. Great!,Positive,Greeting,Entertainment,annotated,0.79
TXT-0444,Loved the packaging and the product quality is fantastic. Would recommend.,Positive,Request,Finance,annotated,0.91
TXT-0445,I am impressed with the performance. Worth every rupee. Would recommend.,Positive,Complaint,Technology,annotated,0.93
TXT-0446,The app is intuitive and works perfectly without any bugs. Loved it!,Positive,Request,Entertainment,annotated,0.88
TXT-0447,Top notch quality and super fast shipping.,Positive,Feedback,Health,annotated,0.96
TXT-0448,Standard product. Met the basic requirements.,Neutral,Complaint,Sports,annotated,0.85
TXT-0449,I regret buying this. Total disappointment.,Negative,Complaint,Health,annotated,0.93
TXT-0450,The product arrived on the expected delivery date.,Neutral,Complaint,Health,annotated,0.82
TXT-0451,Decent product at a reasonable price.,Neutral,Request,Finance,annotated,0.9
TXT-0452,Fast delivery and excellent packaging. Will buy again. Great!,Positive,Inquiry,Health,annotated,0.88
TXT-0453,Fast delivery and excellent packaging. Will buy again. Would recommend.,Positive,Feedback,Sports,annotated,0.85
TXT-0454,The description is misleading. Product is much smaller than shown.,Negative,Complaint,Entertainment,annotated,0.96
TXT-0455,Extremely slow delivery. Took three weeks for a local order. Zero stars.,Negative,Request,Health,annotated,0.79
TXT-0456,"It does what it says. Nothing more, nothing less.",Neutral,Complaint,Health,annotated,0.95
TXT-0457,The description is misleading. Product is much smaller than shown.,Negative,Inquiry,Health,annotated,0.96
TXT-0458,I regret buying this. Total disappointment. Very bad.,Negative,Complaint,Technology,annotated,0.93
TXT-0459,Awful smell and bad material. Returned immediately. Avoid.,Negative,Request,Entertainment,annotated,0.87
TXT-0460,Amazing quality for the price. Highly recommend to everyone.,Positive,Request,Entertainment,annotated,0.91
TXT-0461,Average quality. Suitable for occasional use.,Neutral,Request,Entertainment,annotated,0.87
TXT-0462,No issues with the order. Standard delivery.,Neutral,Request,Health,annotated,0.88
TXT-0463,Very disappointed. The item looks nothing like the photos.,Negative,Greeting,Entertainment,annotated,0.91
TXT-0464,No issues with the order. Standard delivery.,Neutral,Greeting,Entertainment,annotated,0.87
TXT-0465,Customer support was rude and unhelpful. Never buying again. Very bad.,Negative,Inquiry,Finance,annotated,0.95
TXT-0466,Poor quality. The stitching came apart within a week. Zero stars.,Negative,Complaint,Sports,annotated,0.93
TXT-0467,Package was sealed properly. Contents were as listed.,Neutral,Inquiry,Finance,annotated,0.82
TXT-0468,Brilliant product! Exactly what I needed.,Positive,Feedback,Technology,annotated,0.96
TXT-0469,Package was sealed properly. Contents were as listed.,Neutral,Greeting,Sports,annotated,0.82
TXT-0470,Superb build quality and very easy to set up. 5 stars.,Positive,Greeting,Sports,annotated,0.96
TXT-0471,Loved the packaging and the product quality is fantastic. Great!,Positive,Greeting,Entertainment,annotated,0.9
TXT-0472,Very happy with this purchase. Works like a charm. Would recommend.,Positive,Request,Finance,annotated,0.85
TXT-0473,Customer support was rude and unhelpful. Never buying again. Very bad.,Negative,Greeting,Technology,annotated,0.85
TXT-0474,Received the wrong item and nobody is responding. Avoid.,Negative,Feedback,Sports,annotated,0.87
TXT-0475,Best purchase I have made this year. Truly outstanding. Would recommend.,Positive,Greeting,Entertainment,annotated,0.95
TXT-0476,The description is misleading. Product is much smaller than shown. Very bad.,Negative,Feedback,Sports,annotated,0.93
TXT-0477,Customer support was rude and unhelpful. Never buying again.,Negative,Request,Health,annotated,0.91
TXT-0478,Do not buy this. It is a scam. Zero stars.,Negative,Request,Health,annotated,0.91
TXT-0479,No issues with the order. Standard delivery.,Neutral,Complaint,Health,annotated,0.79
TXT-0480,Decent product at a reasonable price.,Neutral,Feedback,Health,annotated,0.96
TXT-0481,Brilliant product! Exactly what I needed. Would recommend.,Positive,Inquiry,Finance,annotated,0.85
TXT-0482,Worst purchase ever. Complete waste of money.,Negative,Feedback,Sports,annotated,0.79
TXT-0483,I am impressed with the performance. Worth every rupee. Great!,Positive,Request,Finance,annotated,0.88
TXT-0484,No issues with the order. Standard delivery.,Neutral,Request,Entertainment,annotated,0.82
TXT-0485,Fell apart on the first use. Very poor craftsmanship. Avoid.,Negative,Greeting,Finance,annotated,0.91
TXT-0486,Fast delivery and excellent packaging. Will buy again. 5 stars.,Positive,Request,Finance,annotated,0.87
TXT-0487,Received the wrong item and nobody is responding. Very bad.,Negative,Inquiry,Finance,annotated,0.93
TXT-0488,Fell apart on the first use. Very poor craftsmanship. Very bad.,Negative,Complaint,Sports,annotated,0.88
TXT-0489,The product exceeded my expectations. Absolutely love it! 5 stars.,Positive,Feedback,Health,annotated,0.88
TXT-0490,Decent product at a reasonable price.,Neutral,Greeting,Sports,annotated,0.95
TXT-0491,Wonderful experience overall. Will definitely order again. Great!,Positive,Inquiry,Health,annotated,0.91
TXT-0492,Delivery was on schedule. No issues with the order.,Neutral,Request,Finance,annotated,0.9
TXT-0493,Fell apart on the first use. Very poor craftsmanship.,Negative,Greeting,Health,annotated,0.9
TXT-0494,The product arrived broken and the return process is a nightmare. Zero stars.,Negative,Complaint,Health,annotated,0.96
TXT-0495,Terrible product. Stopped working after just two days.,Negative,Inquiry,Entertainment,annotated,0.91
TXT-0496,Very happy with this purchase. Works like a charm. Loved it!,Positive,Inquiry,Finance,annotated,0.88
TXT-0497,Best purchase I have made this year. Truly outstanding. Would recommend.,Positive,Complaint,Technology,annotated,0.87
TXT-0498,Great value for money. The product is exactly as described. Loved it!,Positive,Greeting,Technology,annotated,0.93
TXT-0499,Amazing quality for the price. Highly recommend to everyone. 5 stars.,Positive,Feedback,Health,annotated,0.9
TXT-0500,Extremely slow delivery. Took three weeks for a local order.,Negative,Request,Health,annotated,0.79
TXT-0501,Poor quality. The stitching came apart within a week.,Negative,Greeting,Entertainment,annotated,0.96
TXT-0502,Extremely slow delivery. Took three weeks for a local order. Very bad.,Negative,Greeting,Health,annotated,0.91
TXT-0503,Superb build quality and very easy to set up.,Positive,Feedback,Health,annotated,0.9
TXT-0504,Awful smell and bad material. Returned immediately. Very bad.,Negative,Complaint,Health,annotated,0.95
TXT-0505,Worst purchase ever. Complete waste of money. Avoid.,Negative,Feedback,Health,annotated,0.96
TXT-0506,Standard product. Met the basic requirements.,Neutral,Greeting,Finance,annotated,0.93
TXT-0507,Highly overpriced for the terrible quality offered. Very bad.,Negative,Request,Health,annotated,0.9
TXT-0508,Wonderful experience overall. Will definitely order again. Loved it!,Positive,Request,Health,annotated,0.91
TXT-0509,Best purchase I have made this year. Truly outstanding. Would recommend.,Positive,Request,Technology,annotated,0.82
TXT-0510,I regret buying this. Total disappointment. Zero stars.,Negative,Inquiry,Entertainment,annotated,0.79
TXT-0511,Wonderful experience overall. Will definitely order again. Would recommend.,Positive,Greeting,Health,annotated,0.79
TXT-0512,Decent product at a reasonable price.,Neutral,Greeting,Finance,annotated,0.93
TXT-0513,Worst purchase ever. Complete waste of money. Very bad.,Negative,Inquiry,Health,annotated,0.95
TXT-0514,Received on time. Packaging was intact.,Neutral,Inquiry,Health,annotated,0.87
TXT-0515,"Product is okay. Not great, not bad.",Neutral,Inquiry,Health,annotated,0.85
TXT-0516,Standard product. Met the basic requirements.,Neutral,Request,Health,annotated,0.96
TXT-0517,The app is intuitive and works perfectly without any bugs. 5 stars.,Positive,Feedback,Sports,annotated,0.9
TXT-0518,Brilliant product! Exactly what I needed. Great!,Positive,Complaint,Entertainment,annotated,0.95
TXT-0519,Nothing remarkable but no complaints either.,Neutral,Complaint,Sports,annotated,0.9
TXT-0520,Highly overpriced for the terrible quality offered. Zero stars.,Negative,Complaint,Sports,annotated,0.87
TXT-0521,Battery life is horrible. Barely lasts two hours. Avoid.,Negative,Complaint,Finance,annotated,0.82
TXT-0522,"It does what it says. Nothing more, nothing less.",Neutral,Feedback,Sports,annotated,0.88
TXT-0523,I am impressed with the performance. Worth every rupee. Would recommend.,Positive,Feedback,Finance,annotated,0.93
TXT-0524,Received the wrong item and nobody is responding. Very bad.,Negative,Feedback,Finance,annotated,0.95
TXT-0525,The product arrived broken and the return process is a nightmare. Very bad.,Negative,Request,Health,annotated,0.91
TXT-0526,Poor quality. The stitching came apart within a week. Zero stars.,Negative,Inquiry,Sports,annotated,0.9
TXT-0527,Received the wrong item and nobody is responding. Very bad.,Negative,Greeting,Sports,annotated,0.93
TXT-0528,"Product is okay. Not great, not bad.",Neutral,Request,Sports,annotated,0.82
TXT-0529,Delivery was on schedule. No issues with the order.,Neutral,Complaint,Technology,annotated,0.82
TXT-0530,The product is functional and serves its purpose.,Neutral,Feedback,Technology,annotated,0.88
TXT-0531,No issues with the order. Standard delivery.,Neutral,Greeting,Finance,annotated,0.79
TXT-0532,The product exceeded my expectations. Absolutely love it! Great!,Positive,Inquiry,Health,annotated,0.88
TXT-0533,Best purchase I have made this year. Truly outstanding. Loved it!,Positive,Request,Entertainment,annotated,0.85
TXT-0534,I am impressed with the performance. Worth every rupee. 5 stars.,Positive,Complaint,Technology,annotated,0.93
TXT-0535,Worst purchase ever. Complete waste of money. Avoid.,Negative,Greeting,Entertainment,annotated,0.95
TXT-0536,The product is functional and serves its purpose.,Neutral,Request,Finance,annotated,0.79
TXT-0537,The product arrived broken and the return process is a nightmare.,Negative,Inquiry,Finance,annotated,0.79
TXT-0538,Loved the packaging and the product quality is fantastic. Would recommend.,Positive,Inquiry,Finance,annotated,0.91
TXT-0539,Top notch quality and super fast shipping. Loved it!,Positive,Complaint,Entertainment,annotated,0.88
TXT-0540,Superb build quality and very easy to set up. Loved it!,Positive,Feedback,Technology,annotated,0.85
TXT-0541,Average quality. Suitable for occasional use.,Neutral,Greeting,Entertainment,annotated,0.96
TXT-0542,Terrible product. Stopped working after just two days. Very bad.,Negative,Complaint,Technology,annotated,0.85
TXT-0543,Top notch quality and super fast shipping. Great!,Positive,Request,Sports,annotated,0.82
TXT-0544,Package was sealed properly. Contents were as listed.,Neutral,Feedback,Sports,annotated,0.87
TXT-0545,Top notch quality and super fast shipping. Loved it!,Positive,Complaint,Health,annotated,0.88
TXT-0546,Extremely slow delivery. Took three weeks for a local order. Very bad.,Negative,Feedback,Entertainment,annotated,0.87
TXT-0547,I regret buying this. Total disappointment. Zero stars.,Negative,Complaint,Entertainment,annotated,0.82
TXT-0548,Do not buy this. It is a scam. Very bad.,Negative,Complaint,Technology,annotated,0.96
TXT-0549,The description is misleading. Product is much smaller than shown. Zero stars.,Negative,Inquiry,Health,annotated,0.9
TXT-0550,Decent product at a reasonable price.,Neutral,Inquiry,Health,annotated,0.87
TXT-0551,Received on time. Packaging was intact.,Neutral,Feedback,Finance,annotated,0.82
TXT-0552,The product exceeded my expectations. Absolutely love it!,Positive,Inquiry,Sports,annotated,0.95
TXT-0553,The product arrived broken and the return process is a nightmare. Zero stars.,Negative,Complaint,Technology,annotated,0.91
TXT-0554,No issues with the order. Standard delivery.,Neutral,Greeting,Sports,annotated,0.85
TXT-0555,Customer service was incredibly helpful and resolved my issue quickly. Great!,Positive,Complaint,Technology,annotated,0.87
TXT-0556,Highly overpriced for the terrible quality offered. Avoid.,Negative,Request,Health,annotated,0.88
TXT-0557,Best purchase I have made this year. Truly outstanding. Would recommend.,Positive,Complaint,Finance,annotated,0.91
TXT-0558,Decent product at a reasonable price.,Neutral,Feedback,Health,annotated,0.91
TXT-0559,Received the wrong item and nobody is responding. Avoid.,Negative,Complaint,Technology,annotated,0.82
TXT-0560,Decent product at a reasonable price.,Neutral,Complaint,Finance,annotated,0.91
TXT-0561,"Product is okay. Not great, not bad.",Neutral,Feedback,Health,annotated,0.93
TXT-0562,No issues with the order. Standard delivery.,Neutral,Greeting,Health,annotated,0.95
TXT-0563,No issues with the order. Standard delivery.,Neutral,Feedback,Health,annotated,0.85
TXT-0564,"It does what it says. Nothing more, nothing less.",Neutral,Request,Sports,annotated,0.85
TXT-0565,Great value for money. The product is exactly as described. 5 stars.,Positive,Request,Sports,annotated,0.82
TXT-0566,"Product is okay. Not great, not bad.",Neutral,Complaint,Finance,annotated,0.93
TXT-0567,Do not buy this. It is a scam. Very bad.,Negative,Complaint,Sports,annotated,0.93
TXT-0568,Highly overpriced for the terrible quality offered.,Negative,Request,Finance,annotated,0.9
TXT-0569,I am impressed with the performance. Worth every rupee. Would recommend.,Positive,Greeting,Technology,annotated,0.79
TXT-0570,Brilliant product! Exactly what I needed. Loved it!,Positive,Request,Technology,annotated,0.95
TXT-0571,No issues with the order. Standard delivery.,Neutral,Request,Technology,annotated,0.82
TXT-0572,Fast delivery and excellent packaging. Will buy again. 5 stars.,Positive,Complaint,Entertainment,annotated,0.79
TXT-0573,Works as expected. Average experience.,Neutral,Greeting,Finance,annotated,0.9
TXT-0574,Wonderful experience overall. Will definitely order again. 5 stars.,Positive,Greeting,Entertainment,annotated,0.87
TXT-0575,Fast delivery and excellent packaging. Will buy again. Would recommend.,Positive,Request,Health,annotated,0.88
TXT-0576,"Product is okay. Not great, not bad.",Neutral,Inquiry,Entertainment,annotated,0.82
TXT-0577,Loved the packaging and the product quality is fantastic.,Positive,Complaint,Finance,annotated,0.91
TXT-0578,Battery life is horrible. Barely lasts two hours.,Negative,Inquiry,Technology,annotated,0.95
TXT-0579,Very happy with this purchase. Works like a charm. Would recommend.,Positive,Inquiry,Health,annotated,0.79
TXT-0580,Best purchase I have made this year. Truly outstanding. Great!,Positive,Inquiry,Entertainment,annotated,0.87
TXT-0581,Wonderful experience overall. Will definitely order again. Would recommend.,Positive,Inquiry,Technology,annotated,0.82
TXT-0582,Delivery was on schedule. No issues with the order.,Neutral,Greeting,Sports,annotated,0.95
TXT-0583,Very disappointed. The item looks nothing like the photos.,Negative,Feedback,Technology,annotated,0.95
TXT-0584,Great value for money. The product is exactly as described. Great!,Positive,Request,Sports,annotated,0.85
TXT-0585,Terrible product. Stopped working after just two days. Very bad.,Negative,Greeting,Entertainment,annotated,0.85
TXT-0586,"Product is okay. Not great, not bad.",Neutral,Greeting,Entertainment,annotated,0.96
TXT-0587,Standard product. Met the basic requirements.,Neutral,Feedback,Health,annotated,0.95
TXT-0588,Fell apart on the first use. Very poor craftsmanship. Very bad.,Negative,Request,Health,annotated,0.88
TXT-0589,Battery life is horrible. Barely lasts two hours.,Negative,Request,Technology,annotated,0.79
TXT-0590,Fast delivery and excellent packaging. Will buy again. Loved it!,Positive,Feedback,Health,annotated,0.91
TXT-0591,Fell apart on the first use. Very poor craftsmanship. Avoid.,Negative,Greeting,Health,annotated,0.87
TXT-0592,Received on time. Packaging was intact.,Neutral,Complaint,Finance,annotated,0.85
TXT-0593,Great value for money. The product is exactly as described. Loved it!,Positive,Complaint,Health,annotated,0.82
TXT-0594,I am impressed with the performance. Worth every rupee. Loved it!,Positive,Complaint,Sports,annotated,0.88
TXT-0595,Amazing quality for the price. Highly recommend to everyone. Would recommend.,Positive,Feedback,Technology,annotated,0.88
TXT-0596,Works as expected. Average experience.,Neutral,Complaint,Entertainment,annotated,0.82
TXT-0597,Package was sealed properly. Contents were as listed.,Neutral,Request,Entertainment,annotated,0.95
TXT-0598,Battery life is horrible. Barely lasts two hours. Zero stars.,Negative,Complaint,Entertainment,annotated,0.95
TXT-0599,Top notch quality and super fast shipping. Great!,Positive,Request,Entertainment,annotated,0.87
TXT-0600,Great value for money. The product is exactly as described.,Positive,Greeting,Finance,annotated,0.93
TXT-0601,Do not buy this. It is a scam. Zero stars.,Negative,Request,Entertainment,annotated,0.85
TXT-0602,Nothing remarkable but no complaints either.,Neutral,Greeting,Sports,annotated,0.79
TXT-0603,Extremely slow delivery. Took three weeks for a local order. Zero stars.,Negative,Request,Health,annotated,0.96
TXT-0604,Worst purchase ever. Complete waste of money.,Negative,Inquiry,Sports,annotated,0.93
TXT-0605,I am impressed with the performance. Worth every rupee.,Positive,Greeting,Health,annotated,0.96
TXT-0606,Received on time. Packaging was intact.,Neutral,Inquiry,Finance,annotated,0.87
TXT-0607,Amazing quality for the price. Highly recommend to everyone.,Positive,Feedback,Finance,annotated,0.96
TXT-0608,Do not buy this. It is a scam. Zero stars.,Negative,Greeting,Health,annotated,0.87
TXT-0609,Top notch quality and super fast shipping. Great!,Positive,Greeting,Sports,annotated,0.79
TXT-0610,I regret buying this. Total disappointment.,Negative,Feedback,Sports,annotated,0.87
TXT-0611,Very happy with this purchase. Works like a charm. Great!,Positive,Complaint,Technology,annotated,0.87
TXT-0612,Extremely slow delivery. Took three weeks for a local order. Zero stars.,Negative,Complaint,Finance,annotated,0.91
TXT-0613,Order was processed and shipped on time.,Neutral,Feedback,Health,annotated,0.93
TXT-0614,"It does what it says. Nothing more, nothing less.",Neutral,Feedback,Finance,annotated,0.91
TXT-0615,Very happy with this purchase. Works like a charm.,Positive,Feedback,Sports,annotated,0.91
TXT-0616,Very disappointed. The item looks nothing like the photos. Zero stars.,Negative,Request,Finance,annotated,0.87
TXT-0617,The product is functional and serves its purpose.,Neutral,Complaint,Sports,annotated,0.96
TXT-0618,Extremely slow delivery. Took three weeks for a local order.,Negative,Greeting,Technology,annotated,0.79
TXT-0619,Terrible product. Stopped working after just two days. Avoid.,Negative,Greeting,Sports,annotated,0.88
TXT-0620,Brilliant product! Exactly what I needed. Loved it!,Positive,Greeting,Entertainment,annotated,0.79
TXT-0621,Do not buy this. It is a scam. Zero stars.,Negative,Feedback,Sports,annotated,0.88
TXT-0622,Customer support was rude and unhelpful. Never buying again. Very bad.,Negative,Inquiry,Entertainment,annotated,0.93
TXT-0623,Very disappointed. The item looks nothing like the photos.,Negative,Request,Health,annotated,0.91
TXT-0624,Superb build quality and very easy to set up. 5 stars.,Positive,Inquiry,Entertainment,annotated,0.93
TXT-0625,Decent product at a reasonable price.,Neutral,Complaint,Health,annotated,0.96
TXT-0626,Great value for money. The product is exactly as described. Loved it!,Positive,Inquiry,Health,annotated,0.91
TXT-0627,Nothing remarkable but no complaints either.,Neutral,Greeting,Health,annotated,0.91
TXT-0628,Delivery was on schedule. No issues with the order.,Neutral,Greeting,Health,annotated,0.9
TXT-0629,Fast delivery and excellent packaging. Will buy again. 5 stars.,Positive,Inquiry,Finance,annotated,0.87
TXT-0630,Superb build quality and very easy to set up. Great!,Positive,Inquiry,Sports,annotated,0.87
TXT-0631,Superb build quality and very easy to set up.,Positive,Complaint,Health,annotated,0.82
TXT-0632,Poor quality. The stitching came apart within a week. Zero stars.,Negative,Feedback,Health,annotated,0.79
TXT-0633,Worst purchase ever. Complete waste of money. Zero stars.,Negative,Greeting,Sports,annotated,0.9
TXT-0634,Superb build quality and very easy to set up. Great!,Positive,Feedback,Sports,annotated,0.85
TXT-0635,Poor quality. The stitching came apart within a week. Zero stars.,Negative,Feedback,Sports,annotated,0.91
TXT-0636,No issues with the order. Standard delivery.,Neutral,Request,Health,annotated,0.85
TXT-0637,Superb build quality and very easy to set up. 5 stars.,Positive,Greeting,Health,annotated,0.91
TXT-0638,Superb build quality and very easy to set up.,Positive,Request,Technology,annotated,0.95
TXT-0639,Order was processed and shipped on time.,Neutral,Feedback,Entertainment,annotated,0.88
TXT-0640,Fast delivery and excellent packaging. Will buy again. Great!,Positive,Greeting,Entertainment,annotated,0.93
TXT-0641,The product exceeded my expectations. Absolutely love it! Great!,Positive,Inquiry,Sports,annotated,0.88
TXT-0642,Brilliant product! Exactly what I needed. Great!,Positive,Greeting,Sports,annotated,0.88
TXT-0643,Awful smell and bad material. Returned immediately. Very bad.,Negative,Complaint,Sports,annotated,0.93
TXT-0644,Received on time. Packaging was intact.,Neutral,Complaint,Technology,annotated,0.79
TXT-0645,Very disappointed. The item looks nothing like the photos. Very bad.,Negative,Feedback,Entertainment,annotated,0.93
TXT-0646,Package was sealed properly. Contents were as listed.,Neutral,Inquiry,Health,annotated,0.9
TXT-0647,Extremely slow delivery. Took three weeks for a local order.,Negative,Request,Sports,annotated,0.95
TXT-0648,The item matches the product description provided.,Neutral,Request,Technology,annotated,0.91
TXT-0649,Battery life is horrible. Barely lasts two hours. Very bad.,Negative,Complaint,Entertainment,annotated,0.9
TXT-0650,The product exceeded my expectations. Absolutely love it! Great!,Positive,Greeting,Technology,annotated,0.79
TXT-0651,Worst purchase ever. Complete waste of money. Avoid.,Negative,Complaint,Health,annotated,0.9
TXT-0652,Very happy with this purchase. Works like a charm. Would recommend.,Positive,Request,Technology,annotated,0.82
TXT-0653,Delivery was on schedule. No issues with the order.,Neutral,Greeting,Finance,annotated,0.93
TXT-0654,Customer service was incredibly helpful and resolved my issue quickly. Would recommend.,Positive,Feedback,Finance,annotated,0.87
TXT-0655,Order was processed and shipped on time.,Neutral,Complaint,Entertainment,annotated,0.79
TXT-0656,Fell apart on the first use. Very poor craftsmanship. Zero stars.,Negative,Complaint,Technology,annotated,0.85
TXT-0657,Nothing remarkable but no complaints either.,Neutral,Request,Entertainment,annotated,0.9
TXT-0658,Battery life is horrible. Barely lasts two hours. Very bad.,Negative,Inquiry,Health,annotated,0.96
TXT-0659,Amazing quality for the price. Highly recommend to everyone. Would recommend.,Positive,Inquiry,Finance,annotated,0.87
TXT-0660,"It does what it says. Nothing more, nothing less.",Neutral,Greeting,Health,annotated,0.88
TXT-0661,Standard product. Met the basic requirements.,Neutral,Inquiry,Entertainment,annotated,0.85
TXT-0662,Decent product at a reasonable price.,Neutral,Greeting,Sports,annotated,0.91
TXT-0663,"Product is okay. Not great, not bad.",Neutral,Complaint,Health,annotated,0.87
TXT-0664,Wonderful experience overall. Will definitely order again. Great!,Positive,Complaint,Finance,annotated,0.96
TXT-0665,Top notch quality and super fast shipping.,Positive,Feedback,Health,annotated,0.95
TXT-0666,"It does what it says. Nothing more, nothing less.",Neutral,Complaint,Health,annotated,0.88
TXT-0667,I regret buying this. Total disappointment. Very bad.,Negative,Feedback,Sports,annotated,0.88
TXT-0668,Great value for money. The product is exactly as described. 5 stars.,Positive,Feedback,Entertainment,annotated,0.9
TXT-0669,Customer service was incredibly helpful and resolved my issue quickly.,Positive,Feedback,Health,annotated,0.9
TXT-0670,Received the item in perfect condition. Very satisfied. Loved it!,Positive,Feedback,Finance,annotated,0.91
TXT-0671,Received the wrong item and nobody is responding. Zero stars.,Negative,Feedback,Health,annotated,0.82
TXT-0672,Customer service was incredibly helpful and resolved my issue quickly. 5 stars.,Positive,Request,Sports,annotated,0.95
TXT-0673,The item matches the product description provided.,Neutral,Request,Entertainment,annotated,0.96
TXT-0674,Very disappointed. The item looks nothing like the photos. Zero stars.,Negative,Complaint,Health,annotated,0.9
TXT-0675,Brilliant product! Exactly what I needed. Loved it!,Positive,Inquiry,Health,annotated,0.87
TXT-0676,Top notch quality and super fast shipping. Great!,Positive,Complaint,Entertainment,annotated,0.85
TXT-0677,Wonderful experience overall. Will definitely order again. Great!,Positive,Greeting,Sports,annotated,0.9
TXT-0678,Very happy with this purchase. Works like a charm.,Positive,Complaint,Entertainment,annotated,0.88
TXT-0679,Best purchase I have made this year. Truly outstanding.,Positive,Request,Finance,annotated,0.87
TXT-0680,The item matches the product description provided.,Neutral,Inquiry,Entertainment,annotated,0.82
TXT-0681,Received on time. Packaging was intact.,Neutral,Inquiry,Sports,annotated,0.96
TXT-0682,Superb build quality and very easy to set up.,Positive,Request,Health,annotated,0.85
TXT-0683,The product is functional and serves its purpose.,Neutral,Inquiry,Entertainment,annotated,0.91
TXT-0684,"Product is okay. Not great, not bad.",Neutral,Greeting,Finance,annotated,0.93
TXT-0685,The description is misleading. Product is much smaller than shown. Zero stars.,Negative,Greeting,Entertainment,annotated,0.93
TXT-0686,"Product is okay. Not great, not bad.",Neutral,Request,Health,annotated,0.93
TXT-0687,The product arrived on the expected delivery date.,Neutral,Request,Finance,annotated,0.88
TXT-0688,Very disappointed. The item looks nothing like the photos. Avoid.,Negative,Inquiry,Technology,annotated,0.79
TXT-0689,"Product is okay. Not great, not bad.",Neutral,Greeting,Health,annotated,0.88
TXT-0690,Extremely slow delivery. Took three weeks for a local order.,Negative,Complaint,Technology,annotated,0.95
TXT-0691,Wonderful experience overall. Will definitely order again. 5 stars.,Positive,Greeting,Health,annotated,0.85
TXT-0692,Fell apart on the first use. Very poor craftsmanship. Avoid.,Negative,Greeting,Entertainment,annotated,0.9
TXT-0693,Customer support was rude and unhelpful. Never buying again.,Negative,Feedback,Entertainment,annotated,0.82
TXT-0694,Awful smell and bad material. Returned immediately. Very bad.,Negative,Feedback,Sports,annotated,0.87
TXT-0695,No issues with the order. Standard delivery.,Neutral,Greeting,Sports,annotated,0.88
TXT-0696,The product arrived broken and the return process is a nightmare. Avoid.,Negative,Request,Entertainment,annotated,0.95
TXT-0697,Terrible product. Stopped working after just two days. Zero stars.,Negative,Inquiry,Finance,annotated,0.95
TXT-0698,Package was sealed properly. Contents were as listed.,Neutral,Feedback,Finance,annotated,0.87
TXT-0699,Customer support was rude and unhelpful. Never buying again. Zero stars.,Negative,Feedback,Entertainment,annotated,0.93
TXT-0700,Top notch quality and super fast shipping. Great!,Positive,Request,Health,annotated,0.88
TXT-0701,Received on time. Packaging was intact.,Neutral,Request,Sports,annotated,0.85
TXT-0702,Great value for money. The product is exactly as described. Loved it!,Positive,Inquiry,Sports,annotated,0.9
TXT-0703,The product exceeded my expectations. Absolutely love it! Loved it!,Positive,Inquiry,Entertainment,annotated,0.91
TXT-0704,I am impressed with the performance. Worth every rupee. Loved it!,Positive,Greeting,Technology,annotated,0.93
TXT-0705,No issues with the order. Standard delivery.,Neutral,Inquiry,Technology,annotated,0.9
TXT-0706,Customer service was incredibly helpful and resolved my issue quickly. 5 stars.,Positive,Greeting,Sports,annotated,0.93
TXT-0707,I am impressed with the performance. Worth every rupee.,Positive,Feedback,Technology,annotated,0.91
TXT-0708,Poor quality. The stitching came apart within a week.,Negative,Request,Sports,annotated,0.9
TXT-0709,Customer service was incredibly helpful and resolved my issue quickly. Loved it!,Positive,Greeting,Finance,annotated,0.82
TXT-0710,Works as expected. Average experience.,Neutral,Inquiry,Entertainment,annotated,0.9
TXT-0711,Wonderful experience overall. Will definitely order again.,Positive,Inquiry,Health,annotated,0.96
